ID,상호명,카테고리,지번주소,도로명주소,경도,위도,전화,URL
2051716906,제2테크노밸리 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 아산시 둔포면 석곡리 1950,충남 아산시 둔포면 아산밸리로388번길 62,127.05648785748473,36.906937768166976,1661-9408,http://place.map.kakao.com/2051716906
44821949,배방읍 제4공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 배방읍 북수리 1612,,127.079832656415,36.7719971848056,,http://place.map.kakao.com/44821949
485937584,배방읍 제4공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 아산시 배방읍 북수리 1612,,127.07991451994879,36.77208904375831,1522-2573,http://place.map.kakao.com/485937584
480025066,배방읍 제7공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 아산시 배방읍 북수리 1733,,127.07299921026315,36.77001280875169,1522-2573,http://place.map.kakao.com/480025066
133346553,한들물빛도시 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 탕정면 매곡리 1202,,127.08580982907606,36.78830321487292,,http://place.map.kakao.com/133346553
1519000954,세교리 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 배방읍 세교리 1532,,127.092072218993,36.7805074935456,,http://place.map.kakao.com/1519000954
1519206182,27호주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 탕정면 매곡리 1272,,127.080785990573,36.7849194431961,,http://place.map.kakao.com/1519206182
1519234319,20호주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 탕정면 매곡리 1240,,127.081009018277,36.786067311712,,http://place.map.kakao.com/1519234319
1519105870,22호주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 탕정면 매곡리 1408,,127.087645647233,36.7810352863931,,http://place.map.kakao.com/1519105870
1519333425,13호주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 탕정면 매곡리 1167,,127.087157722071,36.7923590499947,,http://place.map.kakao.com/1519333425
1519161483,28호주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 탕정면 매곡리 1329,,127.082036157144,36.7827342848593,,http://place.map.kakao.com/1519161483
1519150303,29호주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 탕정면 매곡리 1374,,127.083574203328,36.7805948676111,,http://place.map.kakao.com/1519150303
1518968453,24호주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 배방읍 세교리 1576,,127.094896634221,36.7789337285243,,http://place.map.kakao.com/1518968453
45348777,장재리 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 배방읍 장재리 2084,,127.105413209862,36.7944853178516,041-531-6995,http://place.map.kakao.com/45348777
45178162,장재리 제4공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 배방읍 장재리 2011,,127.102914610087,36.7961455540722,041-531-6995,http://place.map.kakao.com/45178162
345781946,불당 제4공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 불당동 970,,127.108511944968,36.8037333519491,041-529-5120,http://place.map.kakao.com/345781946
1989495248,장재리 노상공영주차장2,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 배방읍 장재리 287-5,,127.105227045837,36.7943602279377,,http://place.map.kakao.com/1989495248
1475111230,노상공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 아산시 배방읍 장재리 2001,,127.104756139233,36.7891855480923,,http://place.map.kakao.com/1475111230
25613053,불당제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 불당동 709,충남 천안시 서북구 검은들1길 15,127.10954008854603,36.81121884128004,041-529-5120,http://place.map.kakao.com/25613053
478035741,불당 제5공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 불당동 1543,충남 천안시 서북구 불당25로 154,127.10810615956697,36.814794858256604,,http://place.map.kakao.com/478035741
1952033008,불당 제3공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 불당동 910,,127.108034410759,36.8052080053696,041-529-5120,http://place.map.kakao.com/1952033008
1133665230,불당 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 불당동 735,,127.110699625338,36.8101832925034,041-529-5120,http://place.map.kakao.com/1133665230
1274523949,공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 불당동 1520,,127.107594152031,36.8173175292298,,http://place.map.kakao.com/1274523949
20516973,공영주차장 통합관제센터,"서비스,산업 > 관리,운영 > 주차시설관리",충남 천안시 서북구 불당동 709,충남 천안시 서북구 검은들1길 15,127.10954003206,36.8111791924642,041-529-5120,http://place.map.kakao.com/20516973
557653698,불당 제3공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 천안시 서북구 불당동 910,,127.10802772896463,36.8052377481202,1661-9408,http://place.map.kakao.com/557653698
446401460,신방 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신방동 1901,,127.132098821518,36.7730103450178,041-529-5120,http://place.map.kakao.com/446401460
20518819,쌍용역 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 424-2,,127.120776766472,36.7931172378207,041-529-5120,http://place.map.kakao.com/20518819
382835153,쌍용 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 1178,충남 천안시 서북구 미라3길 16,127.131160689121,36.8009315024536,041-529-5120,http://place.map.kakao.com/382835153
2138341868,쌍용 제3공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 1299,,127.125642175818,36.8003138905732,041-529-5120,http://place.map.kakao.com/2138341868
804683534,신방동주민센터주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신방동 719-3,충남 천안시 동남구 천안천변길 129-41,127.122703080642,36.7841798204629,,http://place.map.kakao.com/804683534
231438580,쌍용동 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 1178,충남 천안시 서북구 미라3길 16,127.1308965076,36.801086784755,,http://place.map.kakao.com/231438580
2112914381,쌍용 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 655,,127.122536820905,36.7979634250088,041-529-5120,http://place.map.kakao.com/2112914381
109874367,쌍용역 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 414-8,,127.122396673401,36.7943879537352,,http://place.map.kakao.com/109874367
1357560352,쌍용1동 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 1030,충남 천안시 서북구 미라10길 21,127.130524981448,36.8040176084673,,http://place.map.kakao.com/1357560352
603365309,불당동유적공원 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 불당동 815,,127.114852060386,36.8036715294431,,http://place.map.kakao.com/603365309
761498788,쌍용 제4공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 2074,,127.114288116822,36.7876340643963,041-529-5120,http://place.map.kakao.com/761498788
2113780,쌍용3동주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 1950,충남 천안시 서북구 월봉로 138,127.119183058103,36.8029373676841,,http://place.map.kakao.com/2113780
20582061,쌍용 제7공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 1564,,127.117387540351,36.7924105536043,,http://place.map.kakao.com/20582061
2022659197,쌍용 제6공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 1564,,127.118741246853,36.7925741136887,,http://place.map.kakao.com/2022659197
674700638,쌍용2동 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 183-1,충남 천안시 서북구 쌍용14길 70,127.123345268526,36.7962252441794,,http://place.map.kakao.com/674700638
942604778,두정도서관주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 121-2,충남 천안시 서북구 월봉4로 153,127.114593862451,36.8003502797312,,http://place.map.kakao.com/942604778
1152502826,신방동사무소 앞 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 천안시 동남구 신방동 734,충남 천안시 동남구 남부대로 56,127.12293688256982,36.78607191945169,1661-9408,http://place.map.kakao.com/1152502826
496658319,쌍용 제5공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 쌍용동 2114,,127.11795223907171,36.80703324537335,041-529-5120,http://place.map.kakao.com/496658319
1716582149,성성호수공원 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성성동 290-10,충남 천안시 서북구 성성2길 95,127.128446298701,36.8476010704306,,http://place.map.kakao.com/1716582149
3384647,성성 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성성동 511-9,,127.116634022539,36.8385517271767,041-529-5120,http://place.map.kakao.com/3384647
968351369,노태공원 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성성동 191-4,충남 천안시 서북구 노태산로 131,127.128289453266,36.8382793019594,,http://place.map.kakao.com/968351369
2107773516,부성2동주민센터주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 두정동 1040,충남 천안시 서북구 부성7길 39-5,127.134657482415,36.8346182729049,,http://place.map.kakao.com/2107773516
1099987940,성환 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성환읍 성환리 357-10,충남 천안시 서북구 성환읍 성환11길 34-4,127.131034673912,36.9162368112436,041-529-5120,http://place.map.kakao.com/1099987940
1404535377,성환이화시장 임시주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성환읍 성환리 343-2,,127.130656762042,36.9203453157937,,http://place.map.kakao.com/1404535377
1963498311,성환읍사무소주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성환읍 성환리 274-1,충남 천안시 서북구 성환읍 성환13길 7,127.134162147617,36.9180751572227,,http://place.map.kakao.com/1963498311
27413597,남산중앙시장 북측주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 오룡동 189-1,충남 천안시 동남구 큰재빼기길 29,127.14934230385701,36.80431626400509,,http://place.map.kakao.com/27413597
100384329,천안시공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 청당동 511,충남 천안시 동남구 청수11로 12,127.153711819592,36.7826281191175,,http://place.map.kakao.com/100384329
20582021,차돌로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 다가동 471,,127.13833163162734,36.80191730465402,041-529-5120,http://place.map.kakao.com/20582021
1520967948,중앙동주민센터주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 영성동 62-6,충남 천안시 동남구 원성천1길 17,127.152543085394,36.7999976795618,,http://place.map.kakao.com/1520967948
1603971736,대흥로 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 사직동 321-4,,127.146092194488,36.8029145669253,041-529-5120,http://place.map.kakao.com/1603971736
1532792124,일봉공원공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 다가동 460-6,충남 천안시 동남구 다가말2길 34-2,127.135265119714,36.7976991214598,,http://place.map.kakao.com/1532792124
20582003,신용로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 다가동 355-25,충남 천안시 동남구 신용로 43,127.141515266567,36.8013954199391,041-529-5120,http://place.map.kakao.com/20582003
20582020,봉명 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 봉명동 10-2,,127.141542121527,36.8038103671331,041-529-5120,http://place.map.kakao.com/20582020
1973732468,봉명 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 봉명동 10-9,충남 천안시 동남구 우영3길 22-2,127.141475603279,36.8041997264077,041-529-5120,http://place.map.kakao.com/1973732468
2021502282,사직 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 사직동 287-5,,127.14875240135,36.798275950176,,http://place.map.kakao.com/2021502282
444171945,천안중앙시장 공영주차장,"교통,수송 > 교통시설 > 주차장 > 주차빌딩",충남 천안시 동남구 사직동 263,충남 천안시 동남구 사직2길 19,127.1487125905391,36.80028728204556,,http://place.map.kakao.com/444171945
894910728,천안중앙시장 공영주차장 관리소,"서비스,산업 > 관리,운영 > 건물관리사무소",충남 천안시 동남구 사직동 263,충남 천안시 동남구 사직2길 19,127.148648703449,36.8002783507905,,http://place.map.kakao.com/894910728
221335670,신부제4공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동 458-14,충남 천안시 동남구 먹거리9길 16,127.155675608691,36.8174895826906,,http://place.map.kakao.com/221335670
1771724429,공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동 331-43,,127.153949897244,36.8204276424457,,http://place.map.kakao.com/1771724429
24527966,천안역 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 대흥동 57-1,충남 천안시 동남구 대흥로 239,127.147524816716,36.8102081928291,,http://place.map.kakao.com/24527966
1993965752,명동공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 오룡동 18-1,,127.14841854046733,36.806429624857735,,http://place.map.kakao.com/1993965752
20582013,대흥 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 대흥동 141,충남 천안시 동남구 대흥로 205,127.14687001379937,36.80651354836383,041-529-5120,http://place.map.kakao.com/20582013
1558508999,5단지시장주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 736-7,,127.139299331253,36.8128024962966,,http://place.map.kakao.com/1558508999
1807702714,성정 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 438-3,,127.13533147712522,36.82521895596671,041-529-5120,http://place.map.kakao.com/1807702714
1616557148,성정 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 175-1,,127.145682993573,36.8128669362523,041-529-5120,http://place.map.kakao.com/1616557148
1586493150,성정2동주민센터주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 684-1,,127.13979977414377,36.819299810383384,,http://place.map.kakao.com/1586493150
107377832,쌍용대로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 413,,127.13675894696,36.8236557019639,041-529-5120,http://place.map.kakao.com/107377832
651838984,천안역전시장1 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 문화동 58,,127.15020275228,36.8099723542569,,http://place.map.kakao.com/651838984
1855311483,중앙도서관주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 원성동 261-38,충남 천안시 동남구 중앙로 118,127.153408377745,36.8091122074336,,http://place.map.kakao.com/1855311483
1669428156,대흥로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 대흥동 300,,127.14714832028537,36.806719558755916,041-529-5120,http://place.map.kakao.com/1669428156
20582023,성황로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 성황동 100-2,,127.15480254789432,36.812491366425014,041-529-5120,http://place.map.kakao.com/20582023
20582051,성정로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 751,,127.14018505157033,36.81361605897437,041-529-5120,http://place.map.kakao.com/20582051
20582035,중앙로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 오룡동 62-1,충남 천안시 동남구 중앙로 74,127.152580002489,36.8050510655461,041-529-5120,http://place.map.kakao.com/20582035
1967084275,천안역전시장2 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 문화동 56-3,,127.150794237198,36.809857164701,,http://place.map.kakao.com/1967084275
121073390,봉명동주민센터 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 봉명동 42-1,충남 천안시 동남구 봉정로 37,127.139411681428,36.8055394128049,,http://place.map.kakao.com/121073390
1105678924,6단지앞주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 544-1,충남 천안시 서북구 서부대로 648-23,127.135313089193,36.8249612599259,,http://place.map.kakao.com/1105678924
2022177436,성정 제3공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 602-35,,127.142338053068,36.8148822641721,,http://place.map.kakao.com/2022177436
864146953,공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 131-8,,127.144527114105,36.8156185338037,,http://place.map.kakao.com/864146953
45684087,성정1동주민자치센터주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성정동 696-7,충남 천안시 서북구 성정7길 34,127.140325548521,36.8175231047949,,http://place.map.kakao.com/45684087
1912320225,커피센트,음식점 > 카페,충남 천안시 동남구 신부동 453-6,충남 천안시 동남구 먹거리1길 8,127.153470363047,36.8177087153846,041-551-5670,http://place.map.kakao.com/1912320225
230864594,성정동 공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 천안시 서북구 성정동 436-10,충남 천안시 서북구 서부대로 648-23,127.13519628612801,36.824829830974124,1661-9408,http://place.map.kakao.com/230864594
1474280315,두정동 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 두정동 1366,,127.139063175512,36.8309402891116,,http://place.map.kakao.com/1474280315
312251133,두정역 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 두정동 91-1,,127.150409385705,36.8319573440161,,http://place.map.kakao.com/312251133
512420427,부성1동주민센터주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 부대동 133-21,충남 천안시 서북구 부대중앙길 51,127.152188157917,36.8425917385646,,http://place.map.kakao.com/512420427
2118001936,두정역 제1공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 천안시 서북구 두정동 91-3,충남 천안시 서북구 천안대로 999-18,127.15057747123046,36.831925592518395,1661-9408,http://place.map.kakao.com/2118001936
1301023612,직산읍 행정복지센터 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 직산읍 삼은리 76-189,충남 천안시 서북구 직산읍 삼은4길 2,127.15070255061208,36.878522398697804,,http://place.map.kakao.com/1301023612
20587278,직산역 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 직산읍 모시리 58-11,충남 천안시 서북구 직산읍 천안대로 1471-33,127.14404812546209,36.87097852628021,,http://place.map.kakao.com/20587278
2009447386,청당 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 청당동 567,,127.157393546401,36.7850797423428,,http://place.map.kakao.com/2009447386
1368073630,삼거리공원주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 삼룡동 117-1,,127.168096141296,36.7837026154731,,http://place.map.kakao.com/1368073630
311402314,청당 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 청당동 478,,127.15649006737,36.785927981534,041-529-5120,http://place.map.kakao.com/311402314
439447428,구성 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 구성동 525,충남 천안시 동남구 대흥로 35,127.157089751982,36.7965098641681,041-529-5120,http://place.map.kakao.com/439447428
872523048,한국국토정보공사 천안지사 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 청당동 625,,127.159281772949,36.7864126798925,,http://place.map.kakao.com/872523048
632783921,신부 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동 628,충남 천안시 동남구 터미널8길 7,127.157980703868,36.8222335839222,041-529-5120,http://place.map.kakao.com/632783921
42453291,신부문화회관 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동 471-1,충남 천안시 동남구 신부2길 12,127.15914635800553,36.81735072314707,,http://place.map.kakao.com/42453291
44943369,도솔광장 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동 124,충남 천안시 동남구 천안대로 844,127.16160321457,36.8232740016506,,http://place.map.kakao.com/44943369
18520872,공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동,,127.157993768653,36.8220461360032,,http://place.map.kakao.com/18520872
1760182523,신부 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동 77-26,,127.160120110469,36.8140270255577,041-529-5120,http://place.map.kakao.com/1760182523
244867914,신안동행정복지센터 주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 신부동 485,충남 천안시 동남구 신부3길 16-6,127.16027905122152,36.8171554633902,,http://place.map.kakao.com/244867914
20582042,버들로 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 원성동 613,,127.16237122441328,36.80639877855279,041-529-5120,http://place.map.kakao.com/20582042
20582040,성황로 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 원성동 610,,127.16177666821126,36.8114250816418,041-529-5120,http://place.map.kakao.com/20582040
627055798,성황로 제3공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 원성동 224-3,,127.161400266713,36.8125636949639,041-529-5120,http://place.map.kakao.com/627055798
27206265,안서 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 안서동 526-39,,127.173352934402,36.8375778453276,041-529-5120,http://place.map.kakao.com/27206265
20596016,천호지생활체육공원 공영주차장,"교통,수송 > 교통시설 > 주차장",충남 천안시 동남구 신부동 16-130,,127.170767056487,36.8302033274332,,http://place.map.kakao.com/20596016
1374632372,안서 제1공영주차장 전기차충전소,"교통,수송 > 자동차 > 전기차 충전소",충남 천안시 동남구 안서동 526-39,,127.17356146717303,36.83808035817167,1661-9408,http://place.map.kakao.com/1374632372
1462546959,농업기술센터주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 동남구 목천읍 신계리 280-1,충남 천안시 동남구 목천읍 목천안터1길 15,127.207228171458,36.7747739177344,,http://place.map.kakao.com/1462546959
2022532144,성거 제2공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성거읍 저리 54-3,,127.201422311485,36.8739462660281,,http://place.map.kakao.com/2022532144
699868805,성거읍사무소주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성거읍 저리 57-26,충남 천안시 서북구 성거읍 봉주로 469,127.199260195837,36.8779571011541,,http://place.map.kakao.com/699868805
1732482185,성거 제1공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성거읍 천흥리 430-5,,127.201381644267,36.8725541352879,041-529-5120,http://place.map.kakao.com/1732482185
1487317870,성거도서관주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",충남 천안시 서북구 성거읍 천흥리 432-3,충남 천안시 서북구 성거읍 천흥3길 3,127.200867404495,36.8714844983626,,http://place.map.kakao.com/1487317870
